0.0, 4.0
1.0, 8.0
2.0, 14.0
3.0, 22.0
4.0, 32.0
5.0, 44.0
6.0, 58.0
7.0, 74.0
8.0, 92.0
9.0, 112.0
10.0, 134.0
11.0, 158.0
12.0, 184.0
13.0, 212.0
14.0, 242.0
15.0, 274.0
16.0, 308.0
17.0, 344.0
18.0, 382.0
19.0, 422.0
20.0, 464.0
21.0, 508.0
22.0, 554.0
23.0, 602.0
24.0, 652.0
25.0, 704.0
26.0, 758.0
27.0, 814.0
28.0, 872.0
29.0, 932.0
30.0, 994.0
31.0, 1058.0
32.0, 1124.0
33.0, 1192.0
34.0, 1262.0
35.0, 1334.0
36.0, 1408.0
37.0, 1484.0
38.0, 1562.0
39.0, 1642.0
40.0, 1724.0
41.0, 1808.0
42.0, 1894.0
43.0, 1982.0
44.0, 2072.0
45.0, 2164.0
46.0, 2258.0
47.0, 2354.0
48.0, 2452.0
49.0, 2552.0
50.0, 2654.0
51.0, 2758.0
52.0, 2864.0
53.0, 2972.0
54.0, 3082.0
55.0, 3194.0
56.0, 3308.0
57.0, 3424.0
58.0, 3542.0
59.0, 3662.0
60.0, 3784.0
61.0, 3908.0
62.0, 4034.0
63.0, 4162.0
64.0, 4292.0
65.0, 4424.0
66.0, 4558.0
67.0, 4694.0
68.0, 4832.0
69.0, 4972.0
70.0, 5114.0
71.0, 5258.0
72.0, 5404.0
73.0, 5552.0
74.0, 5702.0
75.0, 5854.0
76.0, 6008.0
77.0, 6164.0
78.0, 6322.0
79.0, 6482.0
80.0, 6644.0
81.0, 6808.0
82.0, 6974.0
83.0, 7142.0
84.0, 7312.0
85.0, 7484.0
86.0, 7658.0
87.0, 7834.0
88.0, 8012.0
89.0, 8192.0
90.0, 8374.0
91.0, 8558.0
92.0, 8744.0
93.0, 8932.0
94.0, 9122.0
95.0, 9314.0
96.0, 9508.0
97.0, 9704.0
98.0, 9902.0
99.0, 10102.0
100.0, 10304.0
101.0, 10508.0
102.0, 10714.0
103.0, 10922.0
104.0, 11132.0
105.0, 11344.0
106.0, 11558.0
107.0, 11774.0
108.0, 11992.0
109.0, 12212.0
110.0, 12434.0
111.0, 12658.0
112.0, 12884.0
113.0, 13112.0
114.0, 13342.0
115.0, 13574.0
116.0, 13808.0
117.0, 14044.0
118.0, 14282.0
119.0, 14522.0
120.0, 14764.0
121.0, 15008.0
122.0, 15254.0
123.0, 15502.0
124.0, 15752.0
125.0, 16004.0
126.0, 16258.0
127.0, 16514.0
128.0, 16772.0
129.0, 17032.0
130.0, 17294.0
131.0, 17558.0
132.0, 17824.0
133.0, 18092.0
134.0, 18362.0
135.0, 18634.0
136.0, 18908.0
137.0, 19184.0
138.0, 19462.0
139.0, 19742.0
140.0, 20024.0
141.0, 20308.0
142.0, 20594.0
143.0, 20882.0
144.0, 21172.0
145.0, 21464.0
146.0, 21758.0
147.0, 22054.0
148.0, 22352.0
149.0, 22652.0
150.0, 22954.0
151.0, 23258.0
152.0, 23564.0
153.0, 23872.0
154.0, 24182.0
155.0, 24494.0
156.0, 24808.0
157.0, 25124.0
158.0, 25442.0
159.0, 25762.0
160.0, 26084.0
161.0, 26408.0
162.0, 26734.0
163.0, 27062.0
164.0, 27392.0
165.0, 27724.0
166.0, 28058.0
167.0, 28394.0
168.0, 28732.0
169.0, 29072.0
