0.0, 4.657489870569585
1.0, 15.324854835864956
2.0, 8.362419858952705
3.0, 29.422837870292646
4.0, 24.547612405252625
5.0, 47.79371108460194
6.0, 59.43067338577664
7.0, 83.37941569950797
8.0, 84.57429778746821
9.0, 103.58028440076463
10.0, 127.41375838039676
11.0, 163.74858238560049
12.0, 178.25832758482102
13.0, 213.38872837137407
14.0, 244.89727228872104
15.0, 271.0400554133783
16.0, 305.73057549767583
17.0, 352.54779644172197
18.0, 377.8534114403968
19.0, 426.01059053447636
20.0, 463.7490994424139
21.0, 498.72533141882093
22.0, 551.9944879339182
23.0, 596.453582425047
24.0, 655.9520777250807
25.0, 694.3374514210071
26.0, 763.1557348431868
27.0, 813.2172177186021
28.0, 881.132891745502
29.0, 927.8671403754396
30.0, 998.1371251455914
31.0, 1061.9310634295148
32.0, 1120.6373156858954
33.0, 1188.3824684653205
34.0, 1262.9124196044236
35.0, 1338.48727676223
36.0, 1402.006473469583
37.0, 1479.6089286831013
38.0, 1556.7808283034256
39.0, 1637.1918094021041
40.0, 1732.000999037973
41.0, 1798.3368828660984
42.0, 1890.6731263874947
43.0, 1978.4220088649383
44.0, 2074.772247771294
45.0, 2168.064674657376
46.0, 2266.803572752724
47.0, 2359.7516653021594
48.0, 2452.469491765775
49.0, 2545.7050673308095
50.0, 2661.8859942227223
51.0, 2751.484034967883
52.0, 2864.8724266738777
53.0, 2965.721629802791
54.0, 3078.3016309876657
55.0, 3194.869830675394
56.0, 3303.0022424518456
57.0, 3420.7296100504477
58.0, 3549.129816244879
59.0, 3661.8030053076336
60.0, 3785.544706966872
61.0, 3907.7806037028136
62.0, 4026.996076098285
63.0, 4166.256452776568
64.0, 4287.0981196197645
65.0, 4417.661841329614
66.0, 4564.196584397113
67.0, 4702.392553731651
68.0, 4833.497140144191
69.0, 4967.029597627935
70.0, 5116.612350511229
71.0, 5251.524568196547
72.0, 5396.554269959001
73.0, 5549.608535304886
74.0, 5694.957424626491
75.0, 5848.397138374743
76.0, 6012.364135765984
77.0, 6170.804931983575
78.0, 6319.3789631605
79.0, 6474.626354723269
80.0, 6643.1768736166505
81.0, 6814.35960049064
82.0, 6974.1791312062705
83.0, 7148.4963586886415
84.0, 7308.98805576925
85.0, 7487.100728375484
86.0, 7666.691208781817
87.0, 7831.489559715461
88.0, 8012.919256866437
89.0, 8188.806940811246
90.0, 8376.193202999695
